Uuid,Void/Retire,Name,Concept Dosage Form,odoo_purchase_uom,odoo_uom,Concept Drug,Strength,odoo_price,odoo_cost,odoo_category,odoo_type,odoo_id,_version:1
def77b15-de78-42ba-876e-eb8060ea50ba,,INDOCID Gelule a 25 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,INDOMETACINE,,900,,bahmni_product.categ_saleable_drugs,Stockable Product,def77b15-de78-42ba-876e-eb8060ea50ba,
be85f7f0-2b05-441f-9a5a-4adda82ea0ef,,INDOCOLLYRE Collyre,Drops,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,INDOMETACINE,,1200,,bahmni_product.categ_saleable_drugs,Stockable Product,be85f7f0-2b05-441f-9a5a-4adda82ea0ef,
ec8fc5e3-bf63-4ea1-a2f1-398d44977a4f,,INDOSOL Collyre a 1 %,Drops,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,INDOMETACINE,,500,,bahmni_product.categ_saleable_drugs,Stockable Product,ec8fc5e3-bf63-4ea1-a2f1-398d44977a4f,
b10d01e2-ab9d-4b9f-9988-e0e583d22ceb,,INEXIUM Comprime a 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ESOMEPRAZOL,,4300,,bahmni_product.categ_saleable_drugs,Stockable Product,b10d01e2-ab9d-4b9f-9988-e0e583d22ceb,
09cb1b02-1451-4b9f-b0c7-755a3259b7c7,,INEXIUM Comprime a 40 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ESOMEPRAZOL,,5200,,bahmni_product.categ_saleable_drugs,Stockable Product,09cb1b02-1451-4b9f-b0c7-755a3259b7c7,
55ce9919-c0f0-427f-9f90-00c49b2bbf9c,,INFERON Solution injectable a 3 MUI,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INTERFERON ALPHA,,14000,,bahmni_product.categ_saleable_drugs,Stockable Product,55ce9919-c0f0-427f-9f90-00c49b2bbf9c,
b542917c-21b6-470b-af5b-ff8c83f0c11d,,"INFERON Solution injectable a 4,5 MUI",Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INTERFERON ALPHA,,18000,,bahmni_product.categ_saleable_drugs,Stockable Product,b542917c-21b6-470b-af5b-ff8c83f0c11d,
d91a9d0a-b858-4092-baeb-5f221ee5559e,,INFERON Solution injectable a 9 MUI,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INTERFERON ALPHA,,40000,,bahmni_product.categ_saleable_drugs,Stockable Product,d91a9d0a-b858-4092-baeb-5f221ee5559e,
6f89923f-96a1-4c4d-8868-c5579ce1dd6e,,INSUDAL-basal Solution injectable a  100 UI/ ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INSULINE HUMAINE,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,6f89923f-96a1-4c4d-8868-c5579ce1dd6e,
d358557e-251e-4745-8e47-bcfd52474eaa,,INSUDAL-comb 25 Solution injectable a  100 UI/ ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INSULINE HUMAINE,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,d358557e-251e-4745-8e47-bcfd52474eaa,
be831b48-ad01-4a64-a2fa-61555de597a2,,INSUDAL-rapid Solution injectable  a  100 UI/ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INSULINE HUMAINE,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,be831b48-ad01-4a64-a2fa-61555de597a2,
a921c176-23cb-4224-9571-14c40460a1d0,,INSULET MIXTE Suspension  injectable a 100 UI/ ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INSULINE HUMAINE,,2300,,bahmni_product.categ_saleable_drugs,Stockable Product,a921c176-23cb-4224-9571-14c40460a1d0,
4a68f29f-9431-4948-bd95-5e56ffed13c5,,INSULET NPH Suspension  injectable a 100 UI/ ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INSULINE HUMAINE,,2300,,bahmni_product.categ_saleable_drugs,Stockable Product,4a68f29f-9431-4948-bd95-5e56ffed13c5,
c731bdb0-f0f7-493d-a7d5-8308638c3478,,INSULET RAPIDE Suspension  injectable a 100 UI/ ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,INSULINE HUMAINE,,2300,,bahmni_product.categ_saleable_drugs,Stockable Product,c731bdb0-f0f7-493d-a7d5-8308638c3478,
c50f653d-2c2b-439f-bd8e-5b5520a17e3e,,INTETRIX Gelule a 50/ 200 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,TILIQUINOL,,1200,,bahmni_product.categ_saleable_drugs,Stockable Product,c50f653d-2c2b-439f-bd8e-5b5520a17e3e,
e45c6b21-790e-4284-bb2d-5a3b7ae65002,,"IOPIDINE collyre a 0,5 %",Drops,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,APRACLONIDINE,,5300,,bahmni_product.categ_saleable_drugs,Stockable Product,e45c6b21-790e-4284-bb2d-5a3b7ae65002,
470f78b2-d561-4789-9879-289834ff58a8,,IPPROTON Gelule a 20 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,OMEPRAZOLE,,3200,,bahmni_product.categ_saleable_drugs,Stockable Product,470f78b2-d561-4789-9879-289834ff58a8,
7eff1073-4256-49fb-9f79-2f0c46026eae,,IPPROTON Gelule a microgralules gastroresistants,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,OMEPRAZOLE,,5700,,bahmni_product.categ_saleable_drugs,Stockable Product,7eff1073-4256-49fb-9f79-2f0c46026eae,
5fc04229-7503-47b3-a521-7343cb20d272,,IPPROTON Gelule a  20 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,OMEPRAZOLE,,5000,,bahmni_product.categ_saleable_drugs,Stockable Product,5fc04229-7503-47b3-a521-7343cb20d272,
8a14565a-cc23-4f29-8992-45b1fc67b3dd,,ISOBAL Comprime a  10 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ISOSORBIDE DI NITRATE,,700,,bahmni_product.categ_saleable_drugs,Stockable Product,8a14565a-cc23-4f29-8992-45b1fc67b3dd,
7bf2959d-daa3-4fea-933c-44d1cd80e605,,ISOBAR Comprime secable a 5/ 150 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,METHYLCLOROTHIAZIDE/TRIAMTERENE,,1900,,bahmni_product.categ_saleable_drugs,Stockable Product,7bf2959d-daa3-4fea-933c-44d1cd80e605,
0df61d12-b7c1-4346-b5fc-54f3bc1a0715,,"ISOFRA Solution pour pulverisation nasale a 1,",Spray,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,FRAMYCETINE,,750,,bahmni_product.categ_saleable_drugs,Stockable Product,0df61d12-b7c1-4346-b5fc-54f3bc1a0715,
a9c593df-e216-4801-946a-0c397a050b8d,,ISOLONE Comprime a  5 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,PREDNISOLONE,,900,,bahmni_product.categ_saleable_drugs,Stockable Product,a9c593df-e216-4801-946a-0c397a050b8d,
acc1e5a3-68e0-4f47-b451-53d7e6678e4f,,ISOLONE Comprime a  20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,PREDNISOLONE,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,acc1e5a3-68e0-4f47-b451-53d7e6678e4f,
115b4ec7-5eb2-4ba4-8246-2eab81504325,,ISONE Comprime a  5 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,PREDNISONE,,700,,bahmni_product.categ_saleable_drugs,Stockable Product,115b4ec7-5eb2-4ba4-8246-2eab81504325,
2017af87-a2e6-430b-a344-a8cca77f81a0,,ISONE Comprime a 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,PREDNISONE,,2000,,bahmni_product.categ_saleable_drugs,Stockable Product,2017af87-a2e6-430b-a344-a8cca77f81a0,
ddefd010-8529-41e9-b45b-fed446311e6c,,ISOPTINE Comprime a 120 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,VERAPAMIL,,1900,,bahmni_product.categ_saleable_drugs,Stockable Product,ddefd010-8529-41e9-b45b-fed446311e6c,
dddd0b1a-739a-4e0c-ba5a-8bbf0b4c8a25,,ISOPTINE Comprime  LP a 240 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,VERAPAMIL,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,dddd0b1a-739a-4e0c-ba5a-8bbf0b4c8a25,
00874ba7-e9e1-4180-9892-4364b6c833fb,,JOSACINE Granule  pour solution buvable a 125,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,JOSAMYCINE,,1450,,bahmni_product.categ_saleable_drugs,Stockable Product,00874ba7-e9e1-4180-9892-4364b6c833fb,
7c0a787f-1609-4f7c-bc4d-a41bb32eb96c,,JOSACINE Granule pour solution buvable a 250 m,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,JOSAMYCINE,,2350,,bahmni_product.categ_saleable_drugs,Stockable Product,7c0a787f-1609-4f7c-bc4d-a41bb32eb96c,
3a479b0b-9097-4040-bd33-ec99a6e67641,,JOSACINE Granule pour solution buvable a 500 m,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,JOSACINE,,3100,,bahmni_product.categ_saleable_drugs,Stockable Product,3a479b0b-9097-4040-bd33-ec99a6e67641,
61d4961c-19e7-432c-8b6a-bd41079e2e5b,,JOSACINE Comprime pellicule a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,JOSAMYCINE,,4000,,bahmni_product.categ_saleable_drugs,Stockable Product,61d4961c-19e7-432c-8b6a-bd41079e2e5b,
20d45aae-a089-4c57-b340-f534bcb170e0,,KALEORID Comprime a 600 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CHLORURE DE POTASSIUM,,650,,bahmni_product.categ_saleable_drugs,Stockable Product,20d45aae-a089-4c57-b340-f534bcb170e0,
75a0aa70-e8e1-4375-8b1c-e6050a324592,,KEFOTAX Poudre pour preparation injectable a 5,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,Cefotaxime,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,75a0aa70-e8e1-4375-8b1c-e6050a324592,
91487857-a466-4815-b895-7a3545090a00,,KEFOTAX Poudre pour preparation injectable a 1,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,Cefotaxine,,1500,,bahmni_product.categ_saleable_drugs,Stockable Product,91487857-a466-4815-b895-7a3545090a00,
a0bbff41-4f43-4973-8e85-29e296e379c7,,KENACORT  RETARD Suspension  injectable a 40 mg,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,TRIAMCINOLONE,,1100,,bahmni_product.categ_saleable_drugs,Stockable Product,a0bbff41-4f43-4973-8e85-29e296e379c7,
15039195-f456-4d0f-9b97-7d9bb7cd3396,,KENACORT  RETARD Suspension  injectable a 80 mg,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,TRIAMCINOLONE,,1800,,bahmni_product.categ_saleable_drugs,Stockable Product,15039195-f456-4d0f-9b97-7d9bb7cd3396,
39670c4d-e956-4677-a602-6df60c367393,,KERLONE Comprime pellicule a 20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,BEtaxolol,,4500,,bahmni_product.categ_saleable_drugs,Stockable Product,39670c4d-e956-4677-a602-6df60c367393,
d3f4b5c9-b770-4935-8f1b-bf8e69dfcf66,,KETODERM Creme a 2 %,Cream,0d0b3654-75ab-4315-9264-2ddbb1e9400c,0d0b3654-75ab-4315-9264-2ddbb1e9400c,KETOCONAZOLE,,1600,,bahmni_product.categ_saleable_drugs,Stockable Product,d3f4b5c9-b770-4935-8f1b-bf8e69dfcf66,
9cb7d4fc-d876-4fdd-8244-bde0f3f702be,,KETODERM Gel monodose a 2 %,Gel,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,KETOCONAZOLE,,2500,,bahmni_product.categ_saleable_drugs,Stockable Product,9cb7d4fc-d876-4fdd-8244-bde0f3f702be,
a5cc2b78-3b57-4416-a51e-03b511e05acc,,KETODERM Sachet,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,KETOCONAZOLE,,4600,,bahmni_product.categ_saleable_drugs,Stockable Product,a5cc2b78-3b57-4416-a51e-03b511e05acc,
6e97cd03-f3e4-4d0c-8a30-1ed3d72837ca,,KETONAL DUO Gelule LP  a 150 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,KEtoprofEne,,2150,,bahmni_product.categ_saleable_drugs,Stockable Product,6e97cd03-f3e4-4d0c-8a30-1ed3d72837ca,
497ef59d-6d5f-4f2b-a3c4-a09c8c77aaea,,"KETONAL Gel dermique a 2,5 %",Gel,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,KEtoprofEne,,900,,bahmni_product.categ_saleable_drugs,Stockable Product,497ef59d-6d5f-4f2b-a3c4-a09c8c77aaea,
309d32ca-5fc9-405f-89dc-1778ec89cc8c,,KETONAL Comprime a 100 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,KEtoprofEne,,1050,,bahmni_product.categ_saleable_drugs,Stockable Product,309d32ca-5fc9-405f-89dc-1778ec89cc8c,
b3c86841-dcf1-4592-9dcb-64d17417487f,,KETONAL Suppositoire a 100 mg,Suppository,67b6d5df-8f86-42d7-aeb8-a10f253bf374,67b6d5df-8f86-42d7-aeb8-a10f253bf374,KEtoprofEne,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,b3c86841-dcf1-4592-9dcb-64d17417487f,
12c2ce18-7b4a-456c-bccd-3389bc718378,,KETONAL Soution injectable a 100 mg/ 2 ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,KEtoprofEne,,1700,,bahmni_product.categ_saleable_drugs,Stockable Product,12c2ce18-7b4a-456c-bccd-3389bc718378,
283e866b-a890-431e-90e4-e8a0a2035869,,KINAFON Comprime  a 80 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,Phloroglucinol,,650,,bahmni_product.categ_saleable_drugs,Stockable Product,283e866b-a890-431e-90e4-e8a0a2035869,
0c1f332a-954a-4c72-9f54-07d458f8533e,,KINAL Gelule a  500/ 50 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,Paracetamol/Cafeine,,1800,,bahmni_product.categ_saleable_drugs,Stockable Product,0c1f332a-954a-4c72-9f54-07d458f8533e,
c1506be9-ef8f-47fc-bd7d-a3195cebb145,,KINALVIC Gelule a  30/ 400 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,Dextromethorphane/Paracetamol,,400,,bahmni_product.categ_saleable_drugs,Stockable Product,c1506be9-ef8f-47fc-bd7d-a3195cebb145,
33440e67-c59a-4f8b-b45d-f4c447dfe73c,,KINAZOL Gel lavant a 2 %,Gel,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,ae89f168-0d9f-4ae4-8aa6-b2f4c27a8e52,Kitoconazole,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,33440e67-c59a-4f8b-b45d-f4c447dfe73c,
0e60b749-dc8d-4a4c-b632-ff521ae149a4,,KLACIN Comprime pellicule a 625 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,AMOXICILLINE/ACIDE CLAVULANIQUE,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,0e60b749-dc8d-4a4c-b632-ff521ae149a4,
6a38165e-50e5-483b-8498-76418e76c7b0,,KLACIN Poudre pour suspension buvable a  15,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULANIQUE,,1700,,bahmni_product.categ_saleable_drugs,Stockable Product,6a38165e-50e5-483b-8498-76418e76c7b0,
8a6d878f-285c-401f-9515-4a832fc74c6c,,KLACIN Poudre pour suspension buvable a 312,Powder,4d653cbf-5502-4ee8-a470-4ebc9170fda8,4d653cbf-5502-4ee8-a470-4ebc9170fda8,AMOXICILLINE/ACIDE CLAVULANIQUE,,2600,,bahmni_product.categ_saleable_drugs,Stockable Product,8a6d878f-285c-401f-9515-4a832fc74c6c,
722eaf1c-b59e-4778-a683-7850981609c3,,KLACIN Comprime pellicule a 1000 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,AMOXICILLINE/ACIDE CLAVULANIQUE,,2900,,bahmni_product.categ_saleable_drugs,Stockable Product,722eaf1c-b59e-4778-a683-7850981609c3,
93157fbf-75e3-4a85-9c64-32a8dd5e0cfe,,LAEVOLAC Solution buvable a 10 mg/ 15 ml,Oral Solution,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,LACTULOSE,,1500,,bahmni_product.categ_saleable_drugs,Stockable Product,93157fbf-75e3-4a85-9c64-32a8dd5e0cfe,
de2172c9-a888-4893-9841-ddeb21901826,,LAMISIL Comprime a 250 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,TERBINAFINE,,9800,,bahmni_product.categ_saleable_drugs,Stockable Product,de2172c9-a888-4893-9841-ddeb21901826,
c441012c-be7f-4628-9474-54a572f6f872,,LAMISIL Creme a  1 %,Cream,0d0b3654-75ab-4315-9264-2ddbb1e9400c,0d0b3654-75ab-4315-9264-2ddbb1e9400c,TERBINAFINE,,1500,,bahmni_product.categ_saleable_drugs,Stockable Product,c441012c-be7f-4628-9474-54a572f6f872,
82c81d9f-9a35-4150-a516-9d730cb4264b,,LANZOR Gelule a  15 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,LANSOPRAZOLE,,6100,,bahmni_product.categ_saleable_drugs,Stockable Product,82c81d9f-9a35-4150-a516-9d730cb4264b,
aea0bb28-892d-4e52-85fe-a226a7d4bcb9,,LANZOR Gelule a 30 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,LANZOPRAZOLE,,10500,,bahmni_product.categ_saleable_drugs,Stockable Product,aea0bb28-892d-4e52-85fe-a226a7d4bcb9,
593f82b1-3e4e-487e-b022-c27711937131,,LARGACTIL Solution injectable a 25 mg/ 5 ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,CHLORPROMAZINE,,1470,,bahmni_product.categ_saleable_drugs,Stockable Product,593f82b1-3e4e-487e-b022-c27711937131,
7bfca92d-edd5-4927-8296-d6c848e096ee,,LARGACTIL Comprime a 100 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,CHLORPROMAZINE,,1100,,bahmni_product.categ_saleable_drugs,Stockable Product,7bfca92d-edd5-4927-8296-d6c848e096ee,
31d080de-ef38-40cf-848b-042bd2c040c6,,LARMES ARTIFICIELLES Collyre,Drops,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,CHLORURE DE SODIUM,,600,,bahmni_product.categ_saleable_drugs,Stockable Product,31d080de-ef38-40cf-848b-042bd2c040c6,
b28f7566-0fe8-4589-b918-1137e2735d1e,,LAROSCORBINE Comprime a croquer a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ACIDE ASCORBIQUE,,1300,,bahmni_product.categ_saleable_drugs,Stockable Product,b28f7566-0fe8-4589-b918-1137e2735d1e,
1d5cb091-f3ec-4de8-a0c3-195547192050,,LAROSCORBINE Comprime effervescent a 1g,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,ACIDE ASCORBIQUE,,700,,bahmni_product.categ_saleable_drugs,Stockable Product,1d5cb091-f3ec-4de8-a0c3-195547192050,
d6b185d0-5a9d-41b8-b244-f68add703301,,LAROXYL Comprime a 25 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,AMITRYPTILLINE,,1700,,bahmni_product.categ_saleable_drugs,Stockable Product,d6b185d0-5a9d-41b8-b244-f68add703301,
6083bb53-1670-49ac-bf64-d98398cddcb3,,LAROXYL Solution buvable a 4 %,Oral Solution,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,52c5bd1b-7679-45cc-ac8e-1eb8dd92ab7a,AMITRYPTILLINE,,1300,,bahmni_product.categ_saleable_drugs,Stockable Product,6083bb53-1670-49ac-bf64-d98398cddcb3,
53e1f5ad-0a3b-48ca-9fd0-00af93b8ebfc,,LASILIX Comprime secable a 40 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,FUROSEMIDE,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,53e1f5ad-0a3b-48ca-9fd0-00af93b8ebfc,
aea8c2fd-9754-4710-a27a-2195f3d0c615,,LASILIX Comprime a  20 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,FUROSEMIDE,,750,,bahmni_product.categ_saleable_drugs,Stockable Product,aea8c2fd-9754-4710-a27a-2195f3d0c615,
dc0a4a84-63f0-4780-905d-5f64b56d546a,,LASILIX Gelule LP a  60 mg,Capsule,57f78dee-f842-4c23-91b8-5d234fd036f7,57f78dee-f842-4c23-91b8-5d234fd036f7,FUROSEMIDE,,1800,,bahmni_product.categ_saleable_drugs,Stockable Product,dc0a4a84-63f0-4780-905d-5f64b56d546a,
da72dc01-e4b4-427c-b5bf-2476bcb6db25,,LASILIX Solution injectable a 20 mg/ 2 ml,Injectable,42709d9b-83d7-4523-90ba-f2e6a52c59e6,42709d9b-83d7-4523-90ba-f2e6a52c59e6,FUROSEMIDE,,300,,bahmni_product.categ_saleable_drugs,Stockable Product,da72dc01-e4b4-427c-b5bf-2476bcb6db25,
c7cb5a57-49a8-4fad-ac61-596cfe5b3bdd,,LEVAQUIN Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LEVOFLOXACINE,,3000,,bahmni_product.categ_saleable_drugs,Stockable Product,c7cb5a57-49a8-4fad-ac61-596cfe5b3bdd,
29c60a6e-057b-4901-b325-813cb558dc66,,LEVOTHYROX Comprime a 25 µg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LEVOTHYROXINE,,300,,bahmni_product.categ_saleable_drugs,Stockable Product,29c60a6e-057b-4901-b325-813cb558dc66,
2869f22b-9be7-4583-b6ce-e842d4507170,,LEVOTHYROX Comprime  a 50 µg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LEVOTHYROXINE,,500,,bahmni_product.categ_saleable_drugs,Stockable Product,2869f22b-9be7-4583-b6ce-e842d4507170,
43469859-320d-4799-a721-a55f428578ba,,LEVOTHYROX Comprime  a 75 µg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LEVOTHYROXINE,,650,,bahmni_product.categ_saleable_drugs,Stockable Product,43469859-320d-4799-a721-a55f428578ba,
c574ee2b-a16f-487c-8894-c7914d98ff25,,LEVOTHYROX Comprime  a 150 µg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LEVOTHYROXINE,,1000,,bahmni_product.categ_saleable_drugs,Stockable Product,c574ee2b-a16f-487c-8894-c7914d98ff25,
ec42e774-ba3d-495b-82c2-21e6f6eb23ec,,LEVOTHYROX Comprime a 100 µg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,THYROXINE,,750,,bahmni_product.categ_saleable_drugs,Stockable Product,ec42e774-ba3d-495b-82c2-21e6f6eb23ec,
c842101f-9d67-4155-8d60-c15ba0d58963,,LEVOXIN Comprime a 500 mg,Tablet,74ea4fb4-1b15-4530-98b4-eb21865d1a75,74ea4fb4-1b15-4530-98b4-eb21865d1a75,LEVOFLOXACINE,,800,,bahmni_product.categ_saleable_drugs,Stockable Product,c842101f-9d67-4155-8d60-c15ba0d58963,
